symbol,side,entry_px,exit_px,qty,pnl,outcome,entry_ts,exit_ts
BTCUSDT,BUY,104976.79663,105141.17323,0.001,0.1644,TP,1749840990000,1749841170000
BTCUSDT,BUY,105077.20667,105241.58327,0.001,0.1644,TP,1749841230000,1749841830000
BTCUSDT,BUY,105244.72342,104970.76242,0.001,-0.274,SL,1749841890000,1749842730000
BTCUSDT,BUY,104878.28678000001,105042.66338000001,0.001,0.1644,TP,1749842745000,1749843030000
BTCUSDT,SELL,105017.69718,105291.65818,0.001,-0.274,SL,1749843105000,1749845670000
BTCUSDT,BUY,105179.61691000001,105343.99351000001,0.001,0.1644,TP,1749845730000,1749847410000
BTCUSDT,BUY,105460.545,105186.584,0.001,-0.274,SL,1749847485000,1749847890000
BTCUSDT,BUY,105186.71762,105351.09422,0.001,0.1644,TP,1749847905000,1749848130000
BTCUSDT,BUY,105384.73741999999,105549.11402,0.001,0.1644,TP,1749848205000,1749850050000
BTCUSDT,BUY,105490.84803000001,105655.22463000001,0.001,0.1644,TP,1749850110000,1749851190000
BTCUSDT,BUY,105694.86843,105859.24503,0.001,0.1644,TP,1749851310000,1749857790000
BTCUSDT,BUY,105939.19286000001,106103.56946000001,0.001,0.1644,TP,1749858105000,1749858330000
BTCUSDT,BUY,106036.6026,105762.6416,0.001,-0.274,SL,1749858390000,1749860790000
BTCUSDT,BUY,105746.07355,105910.45015,0.001,0.1644,TP,1749860805000,1749861690000
